PlayKey,time,event,x,y,dir,dis,o,s
26624-1-50,6.3,,33.12,29.89,87.89,0.01,1.22,0.16
26624-1-50,6.4,,33.13,29.9,91.9,0.01,0.73,0.16
26624-1-50,6.5,,33.14,29.9,94.55,0.01,0.1,0.15
26624-1-50,6.6,,33.15,29.9,96.91,0.01,359.35,0.14
26624-1-50,6.7,,33.16,29.9,98.37,0.01,358.56,0.13
26624-1-50,6.8,,33.18,29.89,96.5,0.01,357.69,0.12
26624-1-50,6.9,,33.19,29.89,92.56,0.01,356.73,0.11
26624-1-50,7,,33.2,29.88,91.67,0.02,355.68,0.09
26624-1-50,7.1,,33.22,29.88,88.74,0.01,354.58,0.09
26624-1-50,7.2,,33.23,29.88,88.24,0.01,353.47,0.08
26624-1-50,7.3,,33.24,29.88,90.15,0.01,352.39,0.08
26624-1-50,7.4,,33.24,29.88,90.6,0.01,351.36,0.07
26624-1-50,7.5,,33.25,29.88,89.43,0.01,350.41,0.06
26624-1-50,7.6,,33.26,29.88,87.11,0.01,349.61,0.06
26624-1-50,7.7,,33.26,29.89,83.67,0,348.97,0.05
26624-1-50,7.8,,33.26,29.89,77.3,0,348.46,0.04
26624-1-50,7.9,,33.26,29.89,69.15,0,348.06,0.04
26624-1-50,8,line_set,33.27,29.89,63.23,0,347.78,0.03
26624-1-50,8.1,,33.27,29.9,57.01,0,347.63,0.03
26624-1-50,8.2,,33.27,29.9,46.69,0,347.57,0.02
26624-1-50,8.3,,33.27,29.9,37.12,0,347.56,0.02
26624-1-50,8.4,,33.27,29.9,27.72,0,347.56,0.02
26624-1-50,8.5,,33.27,29.9,19.18,0,347.58,0.02
26624-1-50,8.6,,33.27,29.9,13.85,0,347.62,0.02
26624-1-50,8.7,,33.27,29.9,9.03,0,347.67,0.02
26624-1-50,8.8,,33.27,29.91,5.62,0,347.72,0.02
26624-1-50,8.9,,33.27,29.91,3.87,0,347.78,0.01
26624-1-50,9,,33.27,29.91,2.7,0,347.83,0.01
26624-1-50,9.1,,33.27,29.91,1.56,0,347.88,0.01
26624-1-50,9.2,,33.27,29.91,0.53,0,347.92,0.01
26624-1-50,9.3,,33.27,29.91,0.08,0,347.97,0.01
26624-1-50,9.4,,33.27,29.91,0.15,0,348.01,0.01
26624-1-50,9.5,,33.27,29.92,0.05,0,348.04,0.01
26624-1-50,9.6,,33.27,29.92,0.26,0,348.08,0.01
26624-1-50,9.7,,33.27,29.92,359.88,0,348.11,0.01
26624-1-50,9.8,,33.27,29.92,358.51,0,348.14,0.01
26624-1-50,9.9,,33.27,29.92,357.4,0,348.16,0.01
26624-1-50,10,,33.27,29.92,356.76,0,348.19,0.01
26624-1-50,10.1,,33.27,29.92,357.01,0,348.22,0.01
26624-1-50,10.2,,33.27,29.92,357.82,0,348.28,0.01
26624-1-50,10.3,,33.27,29.93,359.21,0,348.38,0.01
26624-1-50,10.4,,33.27,29.93,0.18,0,348.5,0.01
26624-1-50,10.5,,33.27,29.93,1.15,0,348.65,0.01
26624-1-50,10.6,,33.27,29.93,2.84,0,348.84,0.01
26624-1-50,10.7,,33.27,29.93,4.92,0,349.07,0.01
26624-1-50,10.8,,33.27,29.93,7.22,0,349.32,0.01
26624-1-50,10.9,,33.27,29.93,9.94,0,349.61,0.01
26624-1-50,11,,33.27,29.94,12.8,0,349.94,0.01
26624-1-50,11.1,,33.27,29.94,14.95,0,350.29,0.01
26624-1-50,11.2,,33.27,29.94,15.4,0,350.67,0.01
26624-1-50,11.3,,33.27,29.94,13.63,0,351.07,0.01
26624-1-50,11.4,,33.27,29.94,5.91,0,351.46,0.01
26624-1-50,11.5,,33.27,29.94,346.48,0,351.86,0.01
26624-1-50,11.6,,33.27,29.94,313.17,0,352.24,0.01
26624-1-50,11.7,,33.27,29.94,287.97,0,352.6,0.01
26624-1-50,11.8,,33.27,29.94,277.01,0,352.93,0.02
26624-1-50,11.9,,33.27,29.94,274.97,0,353.21,0.07
26624-1-50,12,,33.27,29.94,277.07,0,353.44,0.25
26624-1-50,12.1,,33.27,29.94,279.7,0,353.58,0.53
26624-1-50,12.2,,33.27,29.94,281.74,0,353.58,0.8
26624-1-50,12.3,,33.27,29.94,283.55,0,352.96,1.02
26624-1-50,12.4,,33.26,29.94,285.46,0,350,1.22
26624-1-50,12.5,ball_snap,33.26,29.94,286.35,0.01,344.63,1.43
26624-1-50,12.6,,33.25,29.94,287.57,0.01,337.99,1.64
26624-1-50,12.7,,33.23,29.94,288.49,0.02,329.89,1.86
26624-1-50,12.8,,33.15,29.95,289.32,0.09,319.82,2.08
26624-1-50,12.9,,32.81,29.99,290.1,0.34,307.54,2.31
26624-1-50,13,,32.33,30.1,290.62,0.49,293.41,2.54
26624-1-50,13.1,,31.86,30.23,290.9,0.48,278.97,2.78
26624-1-50,13.2,,31.48,30.37,290.96,0.41,266.47,3.01
26624-1-50,13.3,,31.15,30.53,290.96,0.36,257.06,3.22
26624-1-50,13.4,,30.8,30.67,290.98,0.37,250.64,3.42
26624-1-50,13.5,,30.46,30.83,291.02,0.38,246.45,3.61
26624-1-50,13.6,,30.1,31,291.16,0.39,244.45,3.79
26624-1-50,13.7,handoff,29.73,31.18,291.47,0.41,245.86,3.91
26624-1-50,13.8,,29.37,31.37,292.28,0.41,250.23,3.89
26624-1-50,13.9,,28.99,31.55,293.05,0.42,256.77,3.76
26624-1-50,14,,28.6,31.72,293.59,0.43,264.79,3.61
26624-1-50,14.1,,28.21,31.88,293.7,0.42,274.5,3.49
26624-1-50,14.2,,27.84,32.02,293.47,0.39,285.14,3.37
26624-1-50,14.3,,27.52,32.14,293.51,0.35,296.32,3.24
26624-1-50,14.4,,27.19,32.27,293.16,0.35,307.5,3.09
26624-1-50,14.5,,26.87,32.4,292.58,0.34,318.44,2.92
26624-1-50,14.6,,26.59,32.52,291.44,0.31,328.92,2.73
26624-1-50,14.7,,26.33,32.65,290.53,0.29,338.84,2.52
26624-1-50,14.8,,26.1,32.75,289.55,0.25,347.73,2.3
26624-1-50,14.9,first_contact,25.91,32.83,288.17,0.22,355.62,2.06
26624-1-50,15,,25.73,32.9,286.88,0.19,2.4,1.83
26624-1-50,15.1,,25.58,32.95,285.26,0.16,7.95,1.59
26624-1-50,15.2,,25.44,33,283.12,0.14,12.63,1.38
26624-1-50,15.3,,25.34,33.02,280.38,0.1,16.29,1.15
26624-1-50,15.4,,25.25,33.02,276,0.09,19.31,0.93
26624-1-50,15.5,,25.16,32.98,269.77,0.1,21.41,0.73
26624-1-50,15.6,,25.12,32.96,259.85,0.04,22.45,0.56
26624-1-50,15.7,,25.09,32.94,242.45,0.04,22.37,0.43
26624-1-50,15.8,,25.08,32.88,217.89,0.06,21.46,0.35
26624-1-50,15.9,,25.07,32.83,189.74,0.05,19.96,0.34
26624-1-50,16,,25.08,32.77,168.08,0.06,18.37,0.41
26624-1-50,16.1,,25.1,32.7,155.25,0.07,16.72,0.52
26624-1-50,16.2,,25.15,32.64,147.62,0.08,15.22,0.62
26624-1-50,16.3,,25.21,32.58,141.4,0.08,14.22,0.71
26624-1-50,16.4,tackle,25.27,32.52,135.95,0.09,13.56,0.79
26624-1-50,16.5,,25.34,32.47,133.35,0.08,13.3,0.88
26624-1-50,16.6,,25.43,32.4,131.44,0.12,13.27,0.96
26624-1-50,16.7,,25.52,32.34,128.49,0.11,13.43,1.02
26624-1-50,16.8,,25.62,32.3,126.96,0.11,14.02,1.09
26624-1-50,16.9,,25.73,32.23,125.6,0.13,15.08,1.14
26624-1-50,17,,25.83,32.15,124.3,0.13,16.37,1.2
26624-1-50,17.1,,25.94,32.09,123.48,0.12,17.71,1.24
26624-1-50,17.2,,26.05,32.02,123,0.13,18.9,1.27
26624-1-50,17.3,,26.16,31.95,123.06,0.13,19.76,1.31
26624-1-50,17.4,,26.27,31.88,123.28,0.14,20.34,1.34
26624-1-50,17.5,,26.38,31.8,123.17,0.14,20.65,1.35
26624-1-50,17.6,,26.51,31.74,123.91,0.14,20.64,1.38
26624-1-50,17.7,,26.63,31.65,124.72,0.15,20.48,1.4
26624-1-50,17.8,,26.76,31.57,124.98,0.15,20.3,1.41
26624-1-50,17.9,,26.88,31.49,125.04,0.15,20.11,1.42
26624-1-50,18,,27.01,31.41,125.41,0.15,19.81,1.42
26624-1-50,18.1,,27.13,31.33,125.99,0.15,19.49,1.43
26624-1-50,18.2,,27.24,31.24,126.41,0.14,19.28,1.44
26624-1-50,18.3,,27.36,31.15,127.12,0.14,19.15,1.45
26624-1-50,18.4,,27.47,31.06,127.25,0.14,19.26,1.45
26624-1-50,18.5,,27.58,30.96,128.53,0.15,19.64,1.46
26624-1-50,18.6,,27.7,30.86,128.98,0.15,20.24,1.46
26624-1-50,18.7,,27.81,30.77,129.52,0.15,21.07,1.46
26624-1-50,18.8,,27.92,30.69,129.99,0.14,22.33,1.45
26624-1-50,18.9,,28.03,30.6,130.71,0.14,23.93,1.44
26624-1-50,19,,28.13,30.51,131.3,0.14,25.77,1.44
26624-1-50,19.1,,28.24,30.41,131.75,0.15,28.02,1.45
26624-1-50,19.2,,28.35,30.31,132.04,0.14,30.53,1.45
26624-1-50,19.3,,28.46,30.22,132.46,0.15,33.18,1.45
26624-1-50,19.4,,28.57,30.1,132.64,0.16,35.72,1.44
26624-1-50,19.5,,28.68,30,132.77,0.15,38.18,1.43
26624-1-50,19.6,,28.78,29.9,132.8,0.14,40.59,1.43
26624-1-50,19.7,,28.88,29.82,132.97,0.13,42.9,1.43
26624-1-50,19.8,,28.98,29.72,133.06,0.14,45.08,1.43
26624-1-50,19.9,,29.08,29.61,133.16,0.15,47.11,1.42
26624-1-50,20,,29.18,29.5,133.22,0.15,48.72,1.42
26624-1-50,20.1,,29.29,29.4,132.89,0.15,50.01,1.42
26624-1-50,20.2,,29.39,29.31,133.05,0.14,50.77,1.41
26624-1-50,20.3,,29.48,29.21,132.87,0.14,51.09,1.4
26624-1-50,20.4,,29.59,29.11,132.49,0.14,51.21,1.38
26624-1-50,20.5,,29.69,29.03,132.12,0.14,51.17,1.37
26624-1-50,20.6,,29.8,28.94,131.73,0.14,51.05,1.37
26624-1-50,20.7,,29.9,28.85,131.28,0.14,50.94,1.36
26624-1-50,20.8,,30,28.75,130.85,0.13,50.79,1.35
26624-1-50,20.9,,30.11,28.66,130.31,0.14,50.59,1.33
26624-1-50,21,,30.21,28.57,129.85,0.14,50.34,1.32
26624-1-50,21.1,,30.31,28.48,129.26,0.14,50.04,1.31
26624-1-50,21.2,,30.41,28.39,128.37,0.13,49.96,1.3
26624-1-50,21.3,,30.51,28.32,128.17,0.13,49.96,1.28
26624-1-50,21.4,,30.61,28.24,127.73,0.13,50.08,1.26
26624-1-50,21.5,,30.72,28.17,127.35,0.12,50.01,1.24
26624-1-50,21.6,,30.82,28.1,127.02,0.12,49.6,1.23
26624-1-50,21.7,,30.91,28.03,126.57,0.12,49.14,1.21
26624-1-50,21.8,,31.01,27.95,126.09,0.12,48.57,1.18
26624-1-50,21.9,,31.11,27.88,125.13,0.12,47.58,1.16
26624-1-50,22,,31.21,27.82,124.1,0.12,46.19,1.13
26624-1-50,22.1,,31.31,27.76,122.78,0.11,44.42,1.11
26624-1-50,22.2,,31.4,27.69,122.38,0.11,42.25,1.09
26624-1-50,22.3,,31.49,27.64,121.58,0.11,39.69,1.07
26624-1-50,22.4,,31.58,27.58,120.98,0.11,36.54,1.05
26624-1-50,22.5,,31.67,27.52,120.19,0.11,33.06,1.04
26624-1-50,22.6,,31.75,27.46,119.18,0.1,29.51,1.02
26624-1-50,22.7,,31.83,27.4,118.13,0.1,26.13,1
26624-1-50,22.8,,31.92,27.37,117.21,0.09,22.97,0.98
26624-1-50,22.9,,32,27.34,116.22,0.09,19.74,0.96
26624-1-50,23,,32.09,27.31,115.71,0.09,16.57,0.94
26624-1-50,23.1,,32.17,27.27,114.53,0.1,13.68,0.93
26624-1-50,23.2,,32.26,27.23,113.71,0.09,11.02,0.91
26624-1-50,23.3,,32.34,27.2,112.29,0.1,8.59,0.89
26624-1-50,23.4,,32.43,27.16,110.6,0.09,6.47,0.87
26624-1-50,23.5,,32.52,27.13,108.7,0.09,4.68,0.85
26624-1-50,23.6,,32.6,27.11,106.66,0.09,3.3,0.83
26624-1-50,23.7,,32.68,27.08,105.57,0.09,2.12,0.81
26624-1-50,23.8,,32.76,27.06,104.51,0.08,1.04,0.79
26624-1-50,23.9,,32.83,27.03,103.05,0.08,0.11,0.77
26624-1-50,24,,32.91,27,101.25,0.09,359.32,0.75
26624-1-50,24.1,,32.99,26.98,100.33,0.08,358.82,0.72
26624-1-50,24.2,,33.06,26.97,99.57,0.07,358.75,0.7
26624-1-50,24.3,,33.14,26.96,99.14,0.07,359.06,0.67
26624-1-50,24.4,,33.2,26.97,99.94,0.06,359.61,0.65
26624-1-50,24.5,,33.27,26.97,100.76,0.07,0.41,0.62
26624-1-50,24.6,,33.33,26.98,101.92,0.06,1.35,0.6
26624-1-50,24.7,,33.38,26.98,103.47,0.06,2.39,0.57
26624-1-50,24.8,,33.43,27,104.94,0.05,3.32,0.55
26624-1-50,24.9,,33.49,27,106.31,0.05,3.99,0.53
26624-1-50,25,,33.54,27,108.16,0.05,4.41,0.51
26624-1-50,25.1,,33.58,26.99,109.79,0.05,4.5,0.49
26624-1-50,25.2,,33.62,26.97,111.54,0.04,4.19,0.47
26624-1-50,25.3,,33.66,26.93,111.85,0.06,3.34,0.44
26624-1-50,25.4,,33.7,26.9,113.08,0.05,1.77,0.42
26624-1-50,25.5,,33.73,26.85,113.27,0.06,359.49,0.4
26624-1-50,25.6,,33.76,26.81,112.05,0.05,356.72,0.39
26624-1-50,25.7,,33.79,26.77,109.24,0.05,353.38,0.37
26624-1-50,25.8,,33.82,26.73,105.85,0.05,349.71,0.36
26624-1-50,25.9,,33.86,26.69,101.36,0.05,345.7,0.35
26624-1-50,26,,33.89,26.67,96.76,0.04,341.63,0.35
26624-1-50,26.1,,33.92,26.65,91.82,0.04,337.43,0.36
26624-1-50,26.2,,33.94,26.67,85.03,0.02,332.9,0.37
26624-1-50,26.3,,33.96,26.68,79.35,0.02,328.11,0.4
26624-1-50,26.4,,33.98,26.7,74.55,0.03,323.17,0.42
26624-1-50,26.5,,34.03,26.72,70.85,0.05,318.26,0.46
26624-1-50,26.6,,34.06,26.78,67.21,0.07,313.63,0.5
26624-1-50,26.7,,34.11,26.83,63.44,0.07,309.27,0.53
26624-1-50,26.8,,34.15,26.88,60.1,0.07,305.12,0.56
26624-1-50,26.9,,34.21,26.91,57.81,0.07,301.38,0.59
26624-1-50,27,,34.27,26.95,55.79,0.07,297.89,0.62
26624-1-50,27.1,,34.33,26.99,56.14,0.07,294.74,0.66
26624-1-50,27.2,,34.4,27.03,55.66,0.08,291.86,0.69
26624-1-50,27.3,,34.47,27.06,55.32,0.08,289.59,0.71
26624-1-50,27.4,,34.55,27.09,54.73,0.08,288.06,0.72
26624-1-50,27.5,,34.61,27.12,55.62,0.08,287.17,0.73
26624-1-50,27.6,,34.67,27.16,55.85,0.07,286.9,0.74
26624-1-50,27.7,,34.73,27.2,56.31,0.07,286.72,0.75
26624-1-50,27.8,,34.79,27.24,56.86,0.07,286.2,0.77
26624-1-50,27.9,,34.85,27.28,57.09,0.07,285.4,0.76
26624-1-50,28,,34.92,27.33,57.67,0.08,284.19,0.76
26624-1-50,28.1,,34.98,27.38,58.03,0.08,282.17,0.75
26624-1-50,28.2,,35.04,27.43,57.7,0.07,279.18,0.74
26624-1-50,28.3,,35.08,27.47,56.79,0.06,275.46,0.73
26624-1-50,28.4,,35.14,27.52,56.97,0.08,270.95,0.72
26624-1-50,28.5,,35.2,27.57,57.41,0.08,265.52,0.7
26624-1-50,28.6,,35.28,27.63,57.9,0.09,259.4,0.69
26624-1-50,28.7,,35.36,27.67,58.42,0.1,252.73,0.67
26624-1-50,28.8,,35.42,27.7,58.45,0.07,245.65,0.64
26624-1-50,28.9,,35.49,27.72,57.84,0.07,238.82,0.6
26624-1-50,29,,35.54,27.74,57.23,0.06,232.67,0.56
26624-1-50,29.1,,35.6,27.77,55.86,0.07,227.36,0.52
26624-1-50,29.2,,35.65,27.81,53.7,0.06,222.82,0.49
26624-1-50,29.3,,35.7,27.82,50.56,0.05,219.52,0.45
26624-1-50,29.4,,35.74,27.84,45.52,0.04,217.54,0.39
26624-1-50,29.5,,35.79,27.86,38.44,0.05,216.52,0.34
26624-1-50,29.6,,35.82,27.88,26.28,0.04,216.72,0.3
26624-1-50,29.7,,35.84,27.89,15.7,0.02,217.96,0.29
26624-1-50,29.8,,35.84,27.91,5.71,0.02,220,0.29
26624-1-50,29.9,,35.83,27.93,355.28,0.02,222.82,0.31
26624-1-50,30,,35.81,27.95,346.93,0.03,226.35,0.32
26624-1-50,30.1,,35.79,27.99,341.27,0.04,230.31,0.34
26624-1-50,30.2,,35.76,28.03,336.66,0.05,234.91,0.37
26624-1-50,30.3,,35.7,28.06,334.89,0.07,240,0.39
26624-1-50,30.4,,35.65,28.1,332.76,0.06,245.46,0.4
26624-1-50,30.5,,35.6,28.15,330.63,0.07,250.76,0.39
26624-1-50,30.6,,35.56,28.2,328.53,0.06,255.7,0.39
26624-1-50,30.7,,35.54,28.25,325.83,0.06,260.14,0.37
26624-1-50,30.8,,35.5,28.29,325.13,0.06,264.05,0.34
26624-1-50,30.9,,35.47,28.34,324.67,0.06,266.81,0.31
26624-1-50,31,,35.45,28.39,325.39,0.05,268.66,0.29
26624-1-50,31.1,,35.44,28.43,326.38,0.05,269.35,0.26
26624-1-50,31.2,,35.45,28.47,331.12,0.03,268.98,0.23
26624-1-50,31.3,,35.46,28.49,334.01,0.03,267.87,0.19
26624-1-50,31.4,,35.48,28.49,340.5,0.02,265.92,0.15
26624-1-50,31.5,,35.47,28.49,341.69,0.01,263.03,0.12
26624-1-50,31.6,,35.46,28.46,339.05,0.03,259.64,0.09
26624-1-50,31.7,,35.48,28.43,345.84,0.04,256.18,0.06
26624-1-50,31.8,,35.48,28.41,358.29,0.02,252.86,0.03
26624-1-50,31.9,,35.49,28.42,42.08,0.01,249.75,0.02
26624-1-50,32,,35.5,28.42,116.16,0.01,246.76,0.02
26624-1-50,32.1,,35.5,28.42,144.95,0,244.51,0.03
26624-1-50,32.2,,35.5,28.41,169.63,0.01,242.86,0.03
26624-1-50,32.3,,35.51,28.41,187.35,0.01,242.08,0.02
26624-1-51,0,huddle_start_offense,35.45,28.47,302.36,0,263.14,0.01
26624-1-51,0.1,,35.45,28.47,311.93,0,263.43,0.01
26624-1-51,0.2,,35.45,28.47,323.92,0,263.71,0.01
26624-1-51,0.3,,35.45,28.47,335.96,0,263.97,0.01
26624-1-51,0.4,,35.45,28.47,346.44,0,264.2,0.01
26624-1-51,0.5,,35.45,28.47,355.48,0,264.41,0.01
26624-1-51,0.6,,35.45,28.47,2.66,0,264.59,0.01
26624-1-51,0.7,,35.45,28.48,6.37,0,264.74,0.01
26624-1-51,0.8,,35.45,28.48,11.36,0,264.86,0.01
26624-1-51,0.9,,35.45,28.48,16.31,0,264.96,0.01
26624-1-51,1,,35.45,28.48,20.92,0,265.06,0.01
26624-1-51,1.1,,35.45,28.48,25.52,0,265.18,0.01
26624-1-51,1.2,,35.45,28.49,29.58,0,265.33,0.01
26624-1-51,1.3,,35.45,28.49,32.68,0,265.54,0.01
26624-1-51,1.4,,35.45,28.49,35.24,0,265.82,0.01
26624-1-51,1.5,,35.45,28.49,37.54,0,266.15,0.01
26624-1-51,1.6,,35.45,28.49,41.12,0,266.56,0.02
26624-1-51,1.7,,35.45,28.49,44.16,0,267.04,0.01
26624-1-51,1.8,,35.46,28.49,47.48,0,267.6,0.01
26624-1-51,1.9,,35.46,28.49,49.64,0,268.23,0.01
26624-1-51,2,,35.46,28.49,50.26,0,268.9,0.01
26624-1-51,2.1,,35.46,28.49,50.68,0,269.58,0.01
26624-1-51,2.2,,35.46,28.49,51.7,0,270.22,0.01
26624-1-51,2.3,,35.46,28.49,53.14,0,270.8,0.01
26624-1-51,2.4,,35.46,28.49,55.06,0,271.3,0.01
26624-1-51,2.5,,35.47,28.5,56.25,0,271.7,0.01
26624-1-51,2.6,,35.47,28.5,57.02,0,272,0.01
26624-1-51,2.7,,35.47,28.5,57.83,0,272.2,0.01
26624-1-51,2.8,,35.47,28.5,57.97,0,272.31,0.01
26624-1-51,2.9,,35.47,28.5,58.15,0,272.3,0.01
26624-1-51,3,,35.47,28.5,60.25,0,272.19,0.01
26624-1-51,3.1,,35.47,28.5,65.98,0,271.97,0.01
26624-1-51,3.2,,35.47,28.5,72.37,0,271.69,0.01
26624-1-51,3.3,,35.47,28.5,79.43,0,271.39,0.01
26624-1-51,3.4,,35.47,28.5,84.75,0,271.09,0.01
26624-1-51,3.5,,35.47,28.5,89.02,0,270.81,0.01
26624-1-51,3.6,,35.47,28.5,92.25,0,270.57,0.01
26624-1-51,3.7,,35.48,28.5,95.43,0,270.37,0.01
26624-1-51,3.8,,35.48,28.5,94.78,0,270.2,0.01
26624-1-51,3.9,,35.48,28.5,92.74,0,270.06,0.01
26624-1-51,4,,35.48,28.5,86.3,0,269.97,0.01
26624-1-51,4.1,,35.48,28.5,72.24,0,269.94,0.01
26624-1-51,4.2,,35.48,28.5,46.32,0,269.98,0.01
26624-1-51,4.3,,35.48,28.5,18.19,0,270.09,0.01
26624-1-51,4.4,,35.48,28.5,359.68,0,270.27,0.01
26624-1-51,4.5,,35.48,28.5,347,0,270.5,0.02
26624-1-51,4.6,,35.48,28.5,337.33,0,270.77,0.07
26624-1-51,4.7,,35.48,28.5,334.23,0,271.05,0.21
26624-1-51,4.8,,35.48,28.5,333.37,0,271.33,0.37
26624-1-51,4.9,,35.48,28.5,332.86,0,271.59,0.47
26624-1-51,5,,35.48,28.51,332.63,0,271.85,0.53
26624-1-51,5.1,,35.48,28.51,331.65,0.01,272.11,0.58
26624-1-51,5.2,,35.48,28.52,330.11,0.01,272.47,0.62
26624-1-51,5.3,huddle_break_offense,35.47,28.53,328.73,0.01,273.28,0.67
26624-1-51,5.4,,35.46,28.54,327.27,0.02,274.61,0.73
26624-1-51,5.5,,35.43,28.62,326.21,0.08,276.52,0.78
26624-1-51,5.6,,35.31,28.85,325.07,0.26,279.22,0.83
26624-1-51,5.7,,35.18,29.09,323.96,0.27,282.76,0.88
26624-1-51,5.8,,35.09,29.26,322.55,0.19,287.06,0.93
26624-1-51,5.9,,35.04,29.35,321.05,0.11,291.97,0.98
26624-1-51,6,,34.99,29.41,319.93,0.08,297.46,1.02
26624-1-51,6.1,,34.93,29.47,318.5,0.09,303.57,1.06
26624-1-51,6.2,,34.86,29.53,317.2,0.09,310.18,1.1
26624-1-51,6.3,,34.78,29.6,315.8,0.11,317.2,1.12
26624-1-51,6.4,,34.7,29.67,313.98,0.1,324.32,1.1
26624-1-51,6.5,,34.63,29.72,310.16,0.1,331.15,0.99
26624-1-51,6.6,,34.55,29.78,305.34,0.09,337.55,0.88
26624-1-51,6.7,,34.47,29.83,301.4,0.1,343.27,0.81
26624-1-51,6.8,,34.38,29.88,298.43,0.1,348.08,0.79
26624-1-51,6.9,,34.3,29.92,296.96,0.09,351.86,0.77
26624-1-51,7,,34.21,29.95,296.35,0.09,354.78,0.74
26624-1-51,7.1,,34.13,29.98,295.54,0.09,357.23,0.7
26624-1-51,7.2,,34.06,29.99,294.72,0.07,359.33,0.65
26624-1-51,7.3,,34,30,293.35,0.06,0.88,0.6
26624-1-51,7.4,,33.94,30,292.02,0.05,2.03,0.54
26624-1-51,7.5,,33.89,30.01,290.98,0.05,2.84,0.49
26624-1-51,7.6,,33.84,30.02,290.09,0.05,3.23,0.43
26624-1-51,7.7,,33.79,30.03,289.4,0.05,3.17,0.37
26624-1-51,7.8,,33.75,30.04,287.82,0.04,2.77,0.31
26624-1-51,7.9,,33.73,30.06,285.88,0.03,2.32,0.24
26624-1-51,8,,33.72,30.08,283.23,0.02,1.92,0.15
26624-1-51,8.1,,33.71,30.09,277.65,0.01,1.65,0.07
26624-1-51,8.2,,33.72,30.09,166.76,0,1.41,0.03
26624-1-51,8.3,,33.72,30.09,123.2,0.01,0.98,0.08
26624-1-51,8.4,,33.73,30.1,117.23,0.01,0.22,0.14
26624-1-51,8.5,,33.74,30.1,115.56,0.01,359.24,0.2
26624-1-51,8.6,,33.75,30.1,113.05,0.01,358.01,0.27
26624-1-51,8.7,,33.77,30.09,108.79,0.02,356.55,0.32
26624-1-51,8.8,,33.8,30.06,106.95,0.04,355.08,0.37
26624-1-51,8.9,,33.86,30.04,105.11,0.06,353.68,0.41
26624-1-51,9,,33.94,30.01,102.32,0.08,352.36,0.44
26624-1-51,9.1,,34.01,29.96,101.65,0.08,351.06,0.48
26624-1-51,9.2,,34.06,29.92,99.42,0.07,349.63,0.51
26624-1-51,9.3,,34.12,29.89,98.22,0.06,348.13,0.54
26624-1-51,9.4,,34.17,29.86,96.62,0.06,346.71,0.57
26624-1-51,9.5,,34.24,29.84,95.13,0.07,345.47,0.59
26624-1-51,9.6,,34.3,29.85,93.92,0.07,344.56,0.62
26624-1-51,9.7,,34.37,29.87,92,0.07,343.97,0.63
26624-1-51,9.8,,34.43,29.88,91.45,0.07,343.66,0.63
26624-1-51,9.9,,34.49,29.92,90.49,0.07,343.8,0.61
26624-1-51,10,,34.56,29.92,88.91,0.07,344.13,0.59
26624-1-51,10.1,,34.62,29.94,88.33,0.07,344.59,0.58
26624-1-51,10.2,,34.69,29.96,87.56,0.07,345.08,0.57
26624-1-51,10.3,,34.75,29.98,86.76,0.07,345.61,0.55
26624-1-51,10.4,,34.81,30,87.88,0.07,346.26,0.53
26624-1-51,10.5,,34.88,30.01,90.4,0.06,346.91,0.5
26624-1-51,10.6,,34.94,30.02,92.56,0.06,347.45,0.47
26624-1-51,10.7,,34.99,30.01,94.88,0.05,347.8,0.44
26624-1-51,10.8,,35.03,30,98.61,0.05,348.14,0.41
26624-1-51,10.9,,35.08,29.98,99.61,0.04,348.48,0.37
26624-1-51,11,,35.11,29.95,102.71,0.05,348.84,0.34
26624-1-51,11.1,,35.15,29.94,106.1,0.04,348.9,0.31
26624-1-51,11.2,,35.17,29.92,111.07,0.03,348.88,0.28
26624-1-51,11.3,,35.19,29.87,117.02,0.05,348.86,0.25
26624-1-51,11.4,,35.2,29.85,123.31,0.03,348.85,0.22
26624-1-51,11.5,,35.21,29.83,131.06,0.02,348.8,0.2
26624-1-51,11.6,,35.22,29.82,136.22,0.01,348.71,0.17
26624-1-51,11.7,,35.22,29.81,141.46,0.01,348.64,0.15
26624-1-51,11.8,,35.22,29.8,148.01,0,348.59,0.12
26624-1-51,11.9,,35.23,29.81,155.88,0,348.63,0.1
26624-1-51,12,,35.22,29.8,167.57,0,348.52,0.08
26624-1-51,12.1,,35.22,29.8,178.81,0.01,348.26,0.07
26624-1-51,12.2,line_set,35.22,29.8,201.84,0.01,347.87,0.05
26624-1-51,12.3,,35.21,29.79,241.87,0.01,347.5,0.07
26624-1-51,12.4,,35.21,29.79,264.54,0,347.07,0.16
26624-1-51,12.5,,35.21,29.79,270,0,346.62,0.29
26624-1-51,12.6,,35.2,29.79,271.53,0.01,346.14,0.4
26624-1-51,12.7,,35.19,29.79,271.81,0.01,345.55,0.48
26624-1-51,12.8,,35.19,29.79,272.64,0.01,344.75,0.53
26624-1-51,12.9,,35.18,29.79,273.3,0.01,343.76,0.58
26624-1-51,13,,35.17,29.79,273.2,0.01,342.71,0.62
26624-1-51,13.1,,35.16,29.79,274.04,0.02,341.72,0.65
26624-1-51,13.2,,35.1,29.79,274.96,0.06,340.91,0.69
26624-1-51,13.3,,34.93,29.8,275.78,0.17,340.3,0.72
26624-1-51,13.4,,34.7,29.82,276.45,0.23,339.78,0.75
